text.started,key_resp.started,key_resp.keys,key_resp.rt,movie.started,key_resp_2.started,key_resp_2.keys,text2.started,text2.stopped,participant,date,expName,psychopyVersion,frameRate,
45.46117510017939,45.46117510017939,space,2.470453300047666,,,,,,wej,2023-07-04_16h50.45.060,eeg_video,2022.2.4,59.956136119763606,
,,,,47.984247900079936,47.984247900079936,None,,,wej,2023-07-04_16h50.45.060,eeg_video,2022.2.4,59.956136119763606,
,,,,,,,70.42259640013799,71.42825790005736,,,,,,
